Area Name,Calendar Year,Labor Force,Employed,Unemployed,Unemployment Rate
Montgomery County,1998,"403,500","390,400","13,100",3.3
Montgomery County,1999,"408,500","396,000","12,400",3
Montgomery County,2000,"410,200","397,100","13,100",3.2
Montgomery County,2001,"418,900","403,300","15,700",3.7
Montgomery County,2002,"422,700","403,400","19,300",4.6
Montgomery County,2003,"420,600","401,400","19,200",4.6
Montgomery County,2004,"420,900","403,400","17,400",4.1
Montgomery County,2005,"424,600","408,100","16,600",3.9
Montgomery County,2006,"429,100","413,300","15,800",3.7
Montgomery County,2007,"432,600","416,900","15,700",3.6
Montgomery County,2008,"440,200","421,000","19,200",4.4
Montgomery County,2009,"427,400","398,300","29,000",6.8
Montgomery County,2010,"429,400","400,700","28,700",6.7
Montgomery County,2011,"429,900","402,800","27,100",6.3
Montgomery County,2012,"435,900","409,100","26,800",6.1
Montgomery County,2013,"436,200","411,600","24,500",5.6
Montgomery County,2014,"438,700","418,000","20,800",4.7
Montgomery County,2015,"444,600","425,700","18,900",4.3
Montgomery County,2016,"451,600","433,100","18,500",4.1
Montgomery County,2017,"453,100","435,300","17,800",3.9
Montgomery County,2018,"456,000","439,900","16,200",3.5
Montgomery County,2019,"463,400","447,400","16,000",3.5
Montgomery County,2020,"456,900","423,200","33,700",7.4
Montgomery County,2021,"459,200","437,900","21,300",4.6
Montgomery County,2022,"467,200","451,500","15,600",3.3
Montgomery County,2023,"474,500","460,200","14,300",3
Montgomery County,2024,"476,200","461,700","14,500",3
Montour County,1990,"8,800","8,300",400,5
Montour County,1991,"8,600","8,200",500,5.5
Montour County,1992,"8,900","8,400",500,5.7
Montour County,1993,"8,900","8,600",400,4.2
Montour County,1994,"8,800","8,500",300,3.5
Montour County,1995,"8,800","8,400",300,3.6
Montour County,1996,"8,700","8,300",400,4.6
Montour County,1997,"8,700","8,300",400,4.3
Montour County,1998,"8,700","8,400",300,3.1
Montour County,1999,"8,800","8,600",200,2.6
Montour County,2000,"8,600","8,300",300,3.5
Montour County,2001,"8,600","8,300",400,4.3
Montour County,2002,"8,800","8,300",400,4.9
Montour County,2003,"8,600","8,200",400,4.7
Montour County,2004,"8,800","8,400",500,5.1
Montour County,2005,"9,000","8,600",400,4.5
Montour County,2006,"9,100","8,700",400,4.1
Montour County,2007,"9,300","8,900",400,4
Montour County,2008,"9,500","9,000",500,4.8
Montour County,2009,"9,400","8,800",600,6.5
Montour County,2010,"9,100","8,500",600,6.5
Montour County,2011,"9,200","8,600",600,6.1
Montour County,2012,"9,500","8,900",500,5.6
Montour County,2013,"9,500","9,000",500,5.2
Montour County,2014,"9,300","8,800",400,4.7
Montour County,2015,"9,200","8,800",400,4.4
Montour County,2016,"9,000","8,600",400,4.3
Montour County,2017,"9,000","8,600",400,4
Montour County,2018,"8,900","8,600",300,3.7
Montour County,2019,"9,000","8,700",300,3.6
Montour County,2020,"9,100","8,600",500,6
Montour County,2021,"9,000","8,700",400,4.1
Montour County,2022,"9,200","8,900",300,3.2
Montour County,2023,"9,400","9,200",300,2.8
Montour County,2024,"9,400","9,100",300,2.8
Northampton County,1990,"124,800","118,100","6,800",5.4
Northampton County,1991,"125,900","118,000","7,900",6.3
Northampton County,1992,"126,500","117,300","9,200",7.3
Northampton County,1993,"126,000","118,100","7,900",6.3
Northampton County,1994,"125,600","118,100","7,500",6
Northampton County,1995,"125,600","118,800","6,800",5.4
Northampton County,1996,"128,000","120,800","7,200",5.6
Northampton County,1997,"130,800","124,300","6,500",5
Northampton County,1998,"131,800","125,900","5,800",4.4
Northampton County,1999,"133,400","128,000","5,400",4.1
Northampton County,2000,"138,700","133,400","5,300",3.8
Northampton County,2001,"141,300","135,100","6,200",4.4
Northampton County,2002,"143,000","135,500","7,500",5.3
Northampton County,2003,"143,900","135,900","8,000",5.5
Northampton County,2004,"146,200","138,400","7,800",5.3
Northampton County,2005,"148,500","141,000","7,400",5
Northampton County,2006,"150,900","143,900","7,000",4.7
Northampton County,2007,"152,900","145,800","7,100",4.6
Northampton County,2008,"154,600","146,000","8,500",5.5
Northampton County,2009,"154,500","141,600","12,900",8.4
Northampton County,2010,"151,500","138,600","12,800",8.5
Northampton County,2011,"152,400","140,200","12,200",8
Northampton County,2012,"155,400","143,200","12,200",7.8
Northampton County,2013,"155,900","144,800","11,100",7.1
Northampton County,2014,"156,200","146,700","9,400",6
Northampton County,2015,"157,900","149,400","8,500",5.4
Northampton County,2016,"157,600","149,400","8,200",5.2
Northampton County,2017,"157,700","149,700","8,000",5.1
Northampton County,2018,"159,000","151,600","7,300",4.6
Northampton County,2019,"161,300","154,100","7,200",4.5
Northampton County,2020,"159,600","145,600","14,100",8.8
Northampton County,2021,"161,300","152,200","9,000",5.6
Northampton County,2022,"162,800","156,100","6,700",4.1
Northampton County,2023,"164,900","158,600","6,300",3.8
Northampton County,2024,"166,200","160,000","6,200",3.7
Northumberland County,1990,"54,800","50,100","4,700",8.5
Northumberland County,1991,"53,800","48,900","5,000",9.2
Northumberland County,1992,"54,300","49,600","4,700",8.7
Northumberland County,1993,"54,500","50,200","4,300",7.9
Northumberland County,1994,"54,000","50,300","3,700",6.9
Northumberland County,1995,"53,200","49,800","3,400",6.5
Northumberland County,1996,"52,400","49,000","3,500",6.7
Northumberland County,1997,"52,500","49,100","3,400",6.6
Northumberland County,1998,"52,800","49,800","3,000",5.6
Northumberland County,1999,"53,100","50,600","2,500",4.7
Northumberland County,2000,"54,200","51,800","2,400",4.4
Northumberland County,2001,"54,300","51,500","2,800",5.2
Northumberland County,2002,"54,600","51,200","3,400",6.3
Northumberland County,2003,"53,700","50,200","3,500",6.5
Northumberland County,2004,"55,300","51,900","3,400",6.1
Northumberland County,2005,"56,400","53,400","3,000",5.4
Northumberland County,2006,"56,500","53,600","2,900",5.2
Northumberland County,2007,"56,900","54,000","2,900",5.1
Northumberland County,2008,"57,800","54,100","3,600",6.3
Northumberland County,2009,"57,000","51,800","5,200",9.1
Northumberland County,2010,"54,300","49,400","4,900",9.1
Northumberland County,2011,"54,100","49,500","4,600",8.4
Northumberland County,2012,"54,500","50,000","4,500",8.3
Northumberland County,2013,"54,200","50,000","4,300",7.8
Northumberland County,2014,"53,400","50,000","3,500",6.5
Northumberland County,2015,"53,000","49,900","3,100",5.9
Northumberland County,2016,"53,600","50,400","3,100",5.8
Northumberland County,2017,"53,300","50,400","2,900",5.4
Northumberland County,2018,"52,800","50,100","2,700",5.1
Northumberland County,2019,"53,100","50,400","2,700",5.1
Northumberland County,2020,"52,600","48,200","4,500",8.5
Northumberland County,2021,"52,000","49,000","3,000",5.8
Northumberland County,2022,"52,100","49,900","2,300",4.3
Northumberland County,2023,"53,200","51,100","2,100",3.9
Northumberland County,2024,"52,800","50,800","2,000",3.8
Perry County,1990,"21,900","20,600","1,300",5.7
Perry County,1991,"22,300","20,900","1,400",6.3
Perry County,1992,"22,500","21,100","1,400",6.2
Perry County,1993,"22,600","21,500","1,100",4.7
Perry County,1994,"23,000","21,800","1,100",4.8
Perry County,1995,"23,300","22,300","1,000",4.4
Perry County,1996,"24,100","23,100","1,000",4.2
Perry County,1997,"24,600","23,700",900,3.8
Perry County,1998,"24,600","23,800",900,3.5
Perry County,1999,"24,500","23,600","1,000",3.9
Perry County,2000,"23,400","22,500",900,3.8
Perry County,2001,"23,800","22,700","1,100",4.5
Perry County,2002,"24,100","22,900","1,200",4.9
Perry County,2003,"23,900","22,600","1,200",5.1
Perry County,2004,"24,100","23,000","1,200",4.8
Perry County,2005,"24,200","23,200","1,000",4.2
Perry County,2006,"24,600","23,600","1,000",4
Perry County,2007,"24,700","23,700","1,000",4.2
Perry County,2008,"25,100","23,800","1,300",5.3
Perry County,2009,"24,900","22,900","1,900",7.8
Perry County,2010,"24,900","23,000","1,900",7.8
Perry County,2011,"24,700","22,900","1,800",7.2
Perry County,2012,"24,700","22,900","1,700",7
Perry County,2013,"24,300","22,800","1,500",6.3
Perry County,2014,"24,100","22,900","1,300",5.2
Perry County,2015,"24,300","23,200","1,100",4.6
Perry County,2016,"23,500","22,400","1,100",4.7
Perry County,2017,"23,300","22,300","1,100",4.5
Perry County,2018,"23,300","22,300",900,4
Perry County,2019,"23,500","22,600",900,3.8
Perry County,2020,"23,100","21,500","1,600",6.9
Perry County,2021,"22,700","21,700","1,000",4.6
Perry County,2022,"23,100","22,300",800,3.6
Perry County,2023,"23,500","22,700",800,3.2
Perry County,2024,"23,500","22,700",800,3.3
Philadelphia County,1990,"696,100","651,600","44,500",6.4
Philadelphia County,1991,"690,200","629,900","60,300",8.7
Philadelphia County,1992,"681,400","619,100","62,400",9.2
Philadelphia County,1993,"676,300","614,600","61,700",9.1
Philadelphia County,1994,"663,900","609,800","54,100",8.1
Philadelphia County,1995,"650,900","600,500","50,500",7.8
Philadelphia County,1996,"650,600","602,900","47,700",7.3
Philadelphia County,1997,"651,000","606,400","44,600",6.9
Philadelphia County,1998,"646,000","605,100","40,900",6.3
Philadelphia County,1999,"642,600","602,700","39,900",6.2
Philadelphia County,2000,"637,400","601,600","35,800",5.6
Philadelphia County,2001,"638,300","599,000","39,300",6.2
Philadelphia County,2002,"636,100","589,900","46,200",7.3
Philadelphia County,2003,"625,300","578,300","47,000",7.5
Philadelphia County,2004,"621,700","576,900","44,800",7.2
Philadelphia County,2005,"620,200","578,400","41,800",6.7
Philadelphia County,2006,"619,600","580,100","39,500",6.4
Philadelphia County,2007,"625,000","585,300","39,800",6.4
Philadelphia County,2008,"633,900","588,600","45,300",7.1
Philadelphia County,2009,"655,800","592,100","63,600",9.7
Philadelphia County,2010,"685,300","615,400","69,900",10.2
Philadelphia County,2011,"689,400","617,900","71,500",10.4
Philadelphia County,2012,"698,700","625,000","73,600",10.5
Philadelphia County,2013,"697,900","628,800","69,100",9.9
Philadelphia County,2014,"694,900","637,600","57,300",8.2
Philadelphia County,2015,"701,900","650,900","51,000",7.3
Philadelphia County,2016,"761,100","713,500","47,600",6.3
Philadelphia County,2017,"762,300","717,200","45,100",5.9
Philadelphia County,2018,"769,100","728,100","40,900",5.3
Philadelphia County,2019,"780,700","740,900","39,800",5.1
Philadelphia County,2020,"782,100","692,900","89,200",11.4
Philadelphia County,2021,"766,200","706,100","60,100",7.8
Philadelphia County,2022,"769,800","732,400","37,400",4.9
Philadelphia County,2023,"781,300","747,600","33,700",4.3
Philadelphia County,2024,"786,000","750,700","35,300",4.5
Pike County,1990,"13,700","12,900",800,5.8
Pike County,1991,"14,800","13,600","1,200",8.1
Pike County,1992,"15,500","14,200","1,300",8.2
Pike County,1993,"16,100","14,900","1,200",7.5
Pike County,1994,"16,500","15,200","1,200",7.5
Pike County,1995,"16,700","15,700","1,000",6
Pike County,1996,"17,400","16,500",900,5.1
Pike County,1997,"18,100","17,100",900,5.1
Pike County,1998,"18,400","17,600",800,4.4
Pike County,1999,"19,100","18,400",700,3.5
Pike County,2000,"21,300","20,400",800,3.8
Pike County,2001,"22,300","21,200","1,100",4.8
Pike County,2002,"23,100","21,900","1,300",5.6
Pike County,2003,"24,200","22,800","1,400",5.8
Pike County,2004,"25,000","23,500","1,500",5.9
Pike County,2005,"26,000","24,400","1,500",5.9
Pike County,2006,"27,200","25,600","1,600",5.8
Pike County,2007,"27,800","26,200","1,600",5.7
Pike County,2008,"28,600","26,900","1,700",6.1
Pike County,2009,"28,500","26,000","2,600",9
Pike County,2010,"26,000","23,600","2,400",9.4
Pike County,2011,"26,000","23,500","2,500",9.6
Pike County,2012,"26,000","23,500","2,600",9.8
Pike County,2013,"25,900","23,500","2,400",9.3
Pike County,2014,"25,300","23,300","1,900",7.7
Pike County,2015,"25,200","23,500","1,700",6.7
Pike County,2016,"27,200","25,600","1,600",5.9
Pike County,2017,"27,200","25,700","1,500",5.6
Pike County,2018,"27,400","26,000","1,400",5.1
Pike County,2019,"27,600","26,200","1,400",5.1
Pike County,2020,"26,800","24,200","2,600",9.7
Pike County,2021,"27,100","25,400","1,700",6.4
Pike County,2022,"27,900","26,500","1,400",5.1
Pike County,2023,"28,800","27,400","1,300",4.6
Pike County,2024,"28,900","27,700","1,200",4.3
Potter County,1990,"7,100","6,600",500,7.4
Potter County,1991,"7,800","7,100",700,8.7
Potter County,1992,"7,900","7,100",800,9.9
Potter County,1993,"8,300","7,600",700,8.5
Potter County,1994,"8,300","7,700",600,7.7
Potter County,1995,"8,500","7,900",600,7.5
Potter County,1996,"8,500","7,900",600,7.3
Potter County,1997,"8,900","8,200",600,7.3
Potter County,1998,"8,700","8,100",600,7.1
Potter County,1999,"9,300","8,800",500,5.4
Potter County,2000,"8,500","8,100",400,4.6
Potter County,2001,"9,000","8,600",400,5
Potter County,2002,"9,400","8,800",500,5.6
Potter County,2003,"8,500","7,800",600,7.4
Potter County,2004,"8,600","8,000",600,6.6
Potter County,2005,"8,700","8,100",600,6.4
Potter County,2006,"8,300","7,800",500,6.1
Potter County,2007,"7,800","7,200",600,7.5
Potter County,2008,"7,800","7,300",600,7.2
Potter County,2009,"7,800","6,900",900,11.1
Potter County,2010,"7,800","7,000",800,10
Potter County,2011,"7,800","7,100",700,8.9
Potter County,2012,"7,900","7,200",700,8.8
Potter County,2013,"7,700","7,100",700,8.9
Potter County,2014,"7,600","7,000",600,7.5
Potter County,2015,"7,400","6,900",500,7.2
Potter County,2016,"7,300","6,700",600,7.9
Potter County,2017,"7,200","6,700",500,6.7
Potter County,2018,"7,100","6,700",400,5.5
Potter County,2019,"7,200","6,800",400,5.8
Potter County,2020,"7,200","6,500",700,9.2
Potter County,2021,"6,900","6,500",400,6.5
Potter County,2022,"6,700","6,300",400,5.6
Potter County,2023,"6,700","6,300",300,5.1
Potter County,2024,"6,500","6,200",300,4.8
Schuylkill County,1990,"69,400","63,900","5,500",7.9
Schuylkill County,1991,"69,400","62,600","6,800",9.8
Schuylkill County,1992,"70,500","63,800","6,700",9.4
Schuylkill County,1993,"69,500","63,600","5,900",8.6
Schuylkill County,1994,"69,200","63,400","5,800",8.3
Schuylkill County,1995,"68,400","63,000","5,400",7.9
Schuylkill County,1996,"69,000","63,100","5,900",8.6
Schuylkill County,1997,"68,900","63,700","5,200",7.6
Schuylkill County,1998,"67,900","63,200","4,700",6.9
Schuylkill County,1999,"68,700","63,900","4,800",7
Schuylkill County,2000,"70,200","66,100","4,200",5.9
Schuylkill County,2001,"70,300","65,700","4,600",6.5
Schuylkill County,2002,"70,200","65,300","4,800",6.9
Schuylkill County,2003,"69,500","64,600","4,900",7.1
Schuylkill County,2004,"70,200","65,400","4,700",6.7
Schuylkill County,2005,"70,900","66,700","4,200",5.9
Schuylkill County,2006,"72,000","68,000","4,000",5.6
Schuylkill County,2007,"74,100","70,200","3,900",5.2
Schuylkill County,2008,"74,900","70,200","4,700",6.3
Schuylkill County,2009,"74,300","67,000","7,300",9.8
Schuylkill County,2010,"70,400","63,200","7,200",10.2
Schuylkill County,2011,"69,900","63,300","6,600",9.5
Schuylkill County,2012,"71,000","64,300","6,700",9.4
Schuylkill County,2013,"70,200","64,000","6,200",8.8
Schuylkill County,2014,"69,300","64,400","5,000",7.2
Schuylkill County,2015,"68,800","64,400","4,400",6.4
Schuylkill County,2016,"68,100","63,900","4,200",6.1
Schuylkill County,2017,"66,700","62,800","4,000",5.9
Schuylkill County,2018,"66,700","63,100","3,600",5.3
Schuylkill County,2019,"67,100","63,500","3,600",5.3
Schuylkill County,2020,"66,800","60,800","6,000",9
Schuylkill County,2021,"65,300","61,200","4,100",6.3
Schuylkill County,2022,"65,600","62,500","3,100",4.7
Schuylkill County,2023,"66,400","63,500","2,900",4.3
Schuylkill County,2024,"67,000","64,200","2,800",4.1
Snyder County,1990,"18,700","17,200","1,500",7.9
Snyder County,1991,"18,300","16,900","1,400",7.4
Snyder County,1992,"18,700","17,400","1,300",7.1
Snyder County,1993,"18,700","17,600","1,100",5.6
Snyder County,1994,"18,600","17,700",900,4.8
Snyder County,1995,"18,600","17,500","1,000",5.6
Snyder County,1996,"18,800","17,600","1,200",6.5
Snyder County,1997,"18,700","17,800",900,4.9
Snyder County,1998,"19,100","18,200",900,4.9
Snyder County,1999,"19,300","18,500",800,4.2
Snyder County,2000,"19,100","18,400",700,3.7
Snyder County,2001,"19,100","18,300",800,4.2
Snyder County,2002,"19,600","18,700",900,4.8
Snyder County,2003,"19,200","18,200",900,4.9
Snyder County,2004,"19,900","19,000",900,4.6
Snyder County,2005,"20,400","19,500",900,4.4
Snyder County,2006,"20,100","19,300",800,4.2
Snyder County,2007,"20,000","19,000","1,000",4.9
Snyder County,2008,"19,900","18,700","1,200",6.2
Snyder County,2009,"19,500","17,700","1,700",9
Snyder County,2010,"20,100","18,400","1,600",8.1
Snyder County,2011,"19,800","18,300","1,500",7.5
Snyder County,2012,"19,800","18,400","1,500",7.4
Snyder County,2013,"19,800","18,500","1,300",6.6
Snyder County,2014,"20,000","18,900","1,000",5.3
Snyder County,2015,"20,200","19,300","1,000",4.8
Snyder County,2016,"20,700","19,800","1,000",4.6
Snyder County,2017,"20,900","20,000",900,4.4
Snyder County,2018,"20,500","19,700",800,4
Snyder County,2019,"20,300","19,200","1,100",5.3
Snyder County,2020,"19,600","18,200","1,400",7.4
Snyder County,2021,"19,600","18,700",900,4.8
Snyder County,2022,"19,600","18,900",800,4
Snyder County,2023,"19,800","19,100",700,3.6
Snyder County,2024,"19,700","19,000",700,3.5
Somerset County,1990,"34,700","32,200","2,500",7.2
Somerset County,1991,"35,800","32,600","3,200",9
Somerset County,1992,"36,300","32,800","3,500",9.7
Somerset County,1993,"36,600","33,100","3,500",9.6
Somerset County,1994,"37,300","33,900","3,400",9.1
Somerset County,1995,"38,100","34,900","3,300",8.6
Somerset County,1996,"38,300","35,300","3,000",7.8
Somerset County,1997,"38,400","35,500","2,800",7.3
Somerset County,1998,"37,600","35,100","2,400",6.5
Somerset County,1999,"37,800","35,600","2,200",5.9
Somerset County,2000,"38,200","36,200","2,000",5.3
Somerset County,2001,"38,300","36,000","2,300",5.9
Somerset County,2002,"38,500","35,900","2,600",6.7
Somerset County,2003,"38,700","36,000","2,600",6.8
Somerset County,2004,"39,300","36,800","2,500",6.3
Somerset County,2005,"39,700","37,300","2,400",6
Somerset County,2006,"39,200","37,000","2,200",5.6
Somerset County,2007,"39,100","36,900","2,300",5.8
Somerset County,2008,"39,600","37,100","2,500",6.4
Somerset County,2009,"39,100","35,700","3,300",8.5
Somerset County,2010,"37,000","33,600","3,400",9.2
Somerset County,2011,"36,900","33,700","3,200",8.7
Somerset County,2012,"36,600","33,400","3,100",8.6
Somerset County,2013,"35,800","32,600","3,200",8.9
Somerset County,2014,"35,200","32,600","2,600",7.4
Somerset County,2015,"34,800","32,300","2,400",7
Somerset County,2016,"35,300","32,900","2,500",6.9
Somerset County,2017,"34,700","32,700","2,100",6
Somerset County,2018,"34,700","32,900","1,800",5.1
Somerset County,2019,"34,600","32,900","1,800",5.1
Somerset County,2020,"33,900","30,900","3,000",9
Somerset County,2021,"33,300","31,300","2,000",6.1
Somerset County,2022,"33,200","31,500","1,700",5
Somerset County,2023,"33,300","32,000","1,400",4.1
Somerset County,2024,"32,800","31,500","1,300",4.1
Sullivan County,1990,"2,600","2,400",200,7.4
Sullivan County,1991,"2,600","2,300",300,12.5
Sullivan County,1992,"2,600","2,300",300,10.7
Sullivan County,1993,"2,700","2,500",200,6.8
Sullivan County,1994,"2,700","2,500",200,5.7
Sullivan County,1995,"2,700","2,500",200,6.1
Sullivan County,1996,"2,700","2,600",200,6.8
Sullivan County,1997,"2,700","2,500",200,6.9
Sullivan County,1998,"2,800","2,600",200,6.7
Sullivan County,1999,"2,600","2,400",200,6.3
Sullivan County,2000,"3,000","2,800",100,4.9
Sullivan County,2001,"3,100","2,900",200,5.4
Sullivan County,2002,"3,200","3,000",200,5.8
Sullivan County,2003,"3,000","2,900",200,6.1
Sullivan County,2004,"3,100","2,900",200,6
Sullivan County,2005,"3,100","2,900",200,5.9
Sullivan County,2006,"3,000","2,900",200,5.4
Sullivan County,2007,"3,000","2,900",100,4.8
Sullivan County,2008,"3,000","2,800",200,5.8
Sullivan County,2009,"3,000","2,800",300,8.4
Sullivan County,2010,"3,000","2,700",200,7.8
Sullivan County,2011,"3,000","2,800",200,7.1
Sullivan County,2012,"3,100","2,900",200,7.6
Sullivan County,2013,"3,100","2,800",200,8
Sullivan County,2014,"3,100","2,900",200,6.2
Sullivan County,2015,"3,100","2,900",200,6.3
Sullivan County,2016,"2,900","2,700",200,6.8
Sullivan County,2017,"2,800","2,600",200,5.8
Sullivan County,2018,"2,800","2,600",100,4.9
Sullivan County,2019,"2,700","2,600",100,4.9
Sullivan County,2020,"2,700","2,400",200,8.1
Sullivan County,2021,"2,600","2,400",200,6.7
Sullivan County,2022,"2,600","2,400",100,4.8
Sullivan County,2023,"2,700","2,600",100,3.9
Sullivan County,2024,"2,700","2,600",100,3.9
Susquehanna County,1990,"18,100","16,900","1,200",6.9
Susquehanna County,1991,"18,200","16,600","1,600",8.5
Susquehanna County,1992,"18,700","17,000","1,800",9.4
Susquehanna County,1993,"19,100","17,400","1,700",8.7
Susquehanna County,1994,"19,000","17,400","1,600",8.2
Susquehanna County,1995,"19,200","17,800","1,400",7.3
Susquehanna County,1996,"19,100","17,700","1,400",7.4
Susquehanna County,1997,"19,100","17,800","1,400",7.1
Susquehanna County,1998,"18,500","17,600","1,000",5.3
Susquehanna County,1999,"19,200","18,200","1,000",5
Susquehanna County,2000,"20,400","19,600",800,4
Susquehanna County,2001,"21,200","20,000","1,200",5.7
Susquehanna County,2002,"21,800","20,500","1,300",6.2
Susquehanna County,2003,"20,700","19,500","1,300",6
Susquehanna County,2004,"21,600","20,400","1,200",5.5
Susquehanna County,2005,"21,700","20,600","1,100",5
Susquehanna County,2006,"21,500","20,400","1,100",4.9
Susquehanna County,2007,"21,800","20,800","1,000",4.5
Susquehanna County,2008,"22,100","20,900","1,300",5.7
Susquehanna County,2009,"21,900","20,100","1,900",8.5
Susquehanna County,2010,"21,600","19,700","1,800",8.4
Susquehanna County,2011,"21,900","20,200","1,700",7.7
Susquehanna County,2012,"22,500","20,900","1,700",7.4
Susquehanna County,2013,"22,400","20,800","1,500",6.8
Susquehanna County,2014,"21,600","20,300","1,300",6
Susquehanna County,2015,"21,600","20,400","1,200",5.7
Susquehanna County,2016,"18,500","17,400","1,200",6.3
Susquehanna County,2017,"18,200","17,300","1,000",5.4
Susquehanna County,2018,"18,100","17,300",800,4.6
Susquehanna County,2019,"18,200","17,300",900,4.7
Susquehanna County,2020,"17,600","16,200","1,400",8
Susquehanna County,2021,"17,500","16,500","1,000",5.7
Susquehanna County,2022,"17,700","16,900",800,4.4
Susquehanna County,2023,"18,000","17,300",700,3.8
Susquehanna County,2024,"17,700","17,000",700,3.7
Tioga County,1990,"18,600","17,200","1,400",7.8
Tioga County,1991,"18,700","17,200","1,500",8.1
Tioga County,1992,"18,600","17,200","1,400",7.5
Tioga County,1993,"19,100","17,700","1,400",7.3
Tioga County,1994,"19,500","18,200","1,300",6.5
Tioga County,1995,"19,600","18,200","1,400",7.1
Tioga County,1996,"19,700","18,200","1,500",7.5
Tioga County,1997,"20,200","18,900","1,300",6.6
Tioga County,1998,"19,900","18,800","1,100",5.7
Tioga County,1999,"19,800","18,900",900,4.8
Tioga County,2000,"20,100","19,200",900,4.5
Tioga County,2001,"20,500","19,200","1,300",6.3
Tioga County,2002,"20,800","19,500","1,300",6.4
Tioga County,2003,"20,300","19,100","1,300",6.3
Tioga County,2004,"21,200","20,000","1,200",5.7
Tioga County,2005,"21,100","19,800","1,200",5.9
Tioga County,2006,"20,300","19,200","1,100",5.6
Tioga County,2007,"20,500","19,300","1,200",5.7
Tioga County,2008,"20,700","19,500","1,300",6.1
Tioga County,2009,"20,500","18,500","2,000",9.7
Tioga County,2010,"20,100","18,500","1,600",8
Tioga County,2011,"21,200","19,700","1,400",6.8
Tioga County,2012,"21,700","20,100","1,600",7.4
Tioga County,2013,"21,300","19,500","1,800",8.2
Tioga County,2014,"20,600","19,100","1,400",7
Tioga County,2015,"20,500","19,100","1,400",6.7
Tioga County,2016,"20,000","18,600","1,400",7.1
Tioga County,2017,"19,200","18,000","1,200",6.1
Tioga County,2018,"19,000","18,000","1,000",5.3
Tioga County,2019,"19,200","18,200","1,000",5.2
Tioga County,2020,"19,100","17,400","1,700",8.8
Tioga County,2021,"18,900","17,700","1,200",6.2
Tioga County,2022,"19,000","18,100",900,4.7
Tioga County,2023,"18,800","18,000",800,4.1
Tioga County,2024,"18,500","17,700",800,4.1
Union County,1990,"16,700","15,700","1,000",6
Union County,1991,"16,700","15,400","1,300",7.6
Union County,1992,"16,900","15,700","1,100",6.8
Union County,1993,"17,000","16,100",900,5.4
Union County,1994,"18,500","17,700",700,4
Union County,1995,"18,300","17,500",800,4.4
Union County,1996,"18,800","17,800",900,5
Union County,1997,"18,800","18,000",800,4.4
Union County,1998,"18,600","17,900",700,3.8
Union County,1999,"19,000","18,400",600,3.1
Union County,2000,"17,300","16,700",700,3.9
Union County,2001,"17,700","16,900",800,4.6
Union County,2002,"17,900","16,900","1,000",5.6
Union County,2003,"17,400","16,400","1,000",5.5
Union County,2004,"17,800","16,900","1,000",5.4
Union County,2005,"18,000","17,000","1,000",5.4
Union County,2006,"18,000","17,000",900,5.2
Union County,2007,"17,800","16,800","1,000",5.5
Union County,2008,"17,900","16,800","1,100",6.3
Union County,2009,"17,800","16,200","1,600",9
Union County,2010,"19,100","17,700","1,400",7.4
Union County,2011,"19,000","17,800","1,200",6.6
Union County,2012,"19,100","18,000","1,200",6.2
Union County,2013,"19,200","18,000","1,200",6.1
Union County,2014,"19,200","18,300","1,000",5.1
Union County,2015,"19,500","18,600",900,4.6
Union County,2016,"18,100","17,100",900,5.2
Union County,2017,"18,000","17,100",900,4.9
Union County,2018,"17,900","17,200",800,4.3
Union County,2019,"18,200","17,400",800,4.3
Union County,2020,"17,700","16,400","1,300",7.2
Union County,2021,"17,600","16,800",900,4.9
Union County,2022,"17,600","16,900",700,4.1
Union County,2023,"18,000","17,400",600,3.4
Union County,2024,"18,000","17,400",600,3.4
Venango County,1990,"25,600","24,100","1,500",5.8
Venango County,1991,"25,400","23,300","2,100",8.2
Venango County,1992,"25,300","23,000","2,300",9.2
Venango County,1993,"25,500","23,300","2,200",8.6
Venango County,1994,"25,800","23,500","2,300",8.8
Venango County,1995,"25,900","24,000","1,900",7.4
Venango County,1996,"26,400","24,500","1,900",7.3
Venango County,1997,"26,700","24,900","1,800",6.6
Venango County,1998,"26,700","25,200","1,500",5.4
Venango County,1999,"26,700","25,100","1,600",6
Venango County,2000,"26,900","25,500","1,400",5.2
Venango County,2001,"26,600","25,200","1,400",5.3
Venango County,2002,"26,300","24,800","1,500",5.8
Venango County,2003,"26,100","24,600","1,600",6.1
Venango County,2004,"26,500","24,900","1,600",6
Venango County,2005,"26,800","25,300","1,500",5.5
Venango County,2006,"26,700","25,300","1,400",5.3
Venango County,2007,"26,200","24,900","1,300",5.1
Venango County,2008,"26,600","25,100","1,500",5.7
Venango County,2009,"26,500","24,200","2,300",8.6
Venango County,2010,"26,400","24,200","2,200",8.2
Venango County,2011,"26,400","24,500","1,900",7.2
Venango County,2012,"26,300","24,400","2,000",7.4
Venango County,2013,"25,300","23,400","1,900",7.5
Venango County,2014,"24,800","23,300","1,500",6
Venango County,2015,"24,700","23,200","1,500",6.1
Venango County,2016,"24,100","22,400","1,700",7.1
Venango County,2017,"23,400","21,900","1,400",6.1
Venango County,2018,"22,900","21,700","1,100",5
Venango County,2019,"22,800","21,800","1,100",4.7
Venango County,2020,"22,600","20,600","1,900",8.6
Venango County,2021,"22,000","20,700","1,400",6.3
Venango County,2022,"21,500","20,500","1,000",4.7
Venango County,2023,"21,200","20,200",900,4.5
